time,open,high,low,close,volume
2026-07-19 18:00:00.940,28747.5,28762.5,28744.75,28754.25,301
2026-07-19 18:00:02.172,28743.5,28777.5,28732.5,28757.75,173
2026-07-19 18:00:04.916,28752.5,28792.5,28747.5,28771.25,200
2026-07-19 18:00:29.884,28767,28807.5,28762.5,28786,1107
2026-07-19 18:03:44.024,28781.75,28813.75,28747.5,28772.75,7799
2026-07-19 18:05:14.396,28775,28777.5,28732.5,28754.5,3181
2026-07-19 18:11:02.584,28758.5,28762.5,28717.5,28739,8252
2026-07-19 18:19:23.932,28743.25,28777.5,28706.75,28751.25,11389
2026-07-19 18:20:13.024,28749.25,28792.5,28747.5,28770.5,1867
2026-07-19 18:20:40.848,28766.5,28807.5,28762.5,28786,1319
2026-07-19 18:33:46.736,28781.75,28822.5,28754.5,28795.25,20033
2026-07-19 18:35:23.376,28794,28837.5,28792.5,28815.25,3256
2026-07-19 19:21:57.544,28811.5,28851.25,28777.5,28804.5,46296
2026-07-19 19:35:27.028,28806,28837.5,28777.25,28814.5,14311
2026-07-19 19:42:58.668,28811,28852.5,28807.5,28831,7497
2026-07-19 19:58:13.868,28826.75,28867.5,28816,28844.5,19413
2026-07-19 20:01:58.508,28841,28877,28807.5,28833.25,9318
2026-07-19 20:04:22.320,28835.25,28867.5,28804.25,28843.75,6036
2026-07-19 20:05:25.916,28840.5,28882.5,28837.5,28860.75,2959
2026-07-19 20:05:48.464,28856.75,28897.5,28852.5,28876,1818
2026-07-19 20:07:22.932,28871.75,28912.5,28867.5,28891,5015
2026-07-19 20:08:52.608,28886.75,28927.5,28882.5,28906,3913
2026-07-19 20:11:32.920,28901.75,28942.5,28897.5,28921,5228
2026-07-19 20:16:20.144,28916.75,28957.5,28912.5,28936,8793
2026-07-19 20:32:10.540,28931.75,28964,28897.5,28922.75,24150
2026-07-19 20:33:47.200,28925,28927.5,28882.5,28904.5,2973
2026-07-19 20:45:13.568,28908.5,28935.75,28867.5,28894.75,20800
2026-07-19 20:58:20.352,28896.25,28902,28852.5,28875.75,18396
2026-07-19 21:10:26.380,28879.25,28912.5,28844.5,28887.25,18034
2026-07-19 21:14:38.496,28884.75,28918.5,28852.5,28877,7390
2026-07-19 21:16:41.284,28879.75,28882.5,28837.5,28859.25,3288
2026-07-19 21:20:18.096,28863.5,28870,28822.5,28844.5,7083
2026-07-19 21:26:54.912,28848.5,28882.5,28820.5,28858.5,10108
2026-07-19 21:29:25.024,28855.5,28885.25,28822.5,28846.5,4477
2026-07-19 21:34:07.220,28849.5,28852.5,28807.5,28829.25,6349
2026-07-19 21:42:28.456,28833.25,28837.5,28792.5,28814,10960
2026-07-19 21:43:27.844,28818.25,28822.5,28777.5,28799,2698
2026-07-19 22:00:52.504,28803.25,28837.5,28762.75,28810.25,22579
2026-07-19 22:01:13.476,28808.75,28852.5,28807.5,28830.25,1348
