time,open,high,low,close,volume
2026-07-05 18:00:00.964,4187.6,4193.6,4186.9,4190.4,111
2026-07-05 18:00:01.028,4186,4199.6,4181.6,4191.7,51
2026-07-05 19:28:03.280,4189.7,4205.6,4184.3,4196.3,14131
2026-07-05 19:28:05.696,4194.9,4211.6,4193.6,4202.9,492
2026-07-05 20:01:27.572,4201.3,4214.3,4187.6,4197.7,11698
2026-07-05 21:37:46.884,4198.6,4211.6,4181.7,4200.9,30268
2026-07-05 22:30:04.316,4200.2,4215.9,4187.6,4197.8,14848
2026-07-05 22:36:01.648,4198.7,4199.6,4181.6,4190.4,1948
2026-07-05 23:20:46.904,4192,4193.6,4175.6,4184.2,8896
2026-07-06 00:33:26.132,4185.9,4187.6,4169.6,4178.2,8581
2026-07-06 01:13:34.324,4179.9,4181.6,4163.6,4172.2,5216
2026-07-06 01:59:35.892,4173.9,4175.6,4157.6,4166.2,8378
2026-07-06 05:30:38.420,4167.9,4178,4151.6,4162.3,30179
2026-07-06 08:42:12.956,4162.9,4172.4,4145.6,4156.6,27613
2026-07-06 13:24:00.680,4157.1,4169.6,4140.5,4159.2,70821
2026-07-06 14:33:18.088,4158.4,4175.6,4157.6,4166.8,9052
2026-07-06 16:59:58.336,4165.2,4179.7,4163.6,4171.2,11158
2026-07-06 19:56:09.232,4177.1,4181.2,4171.1,4175.1,8483
2026-07-06 20:12:01.624,4179.1,4183.1,4165.1,4173.1,2828
2026-07-06 20:59:01.832,4175.1,4177.1,4159.1,4167.6,9713
2026-07-06 21:00:07.400,4169.4,4171.1,4153.1,4161.7,1145
2026-07-06 21:16:42.704,4163.4,4165.1,4147.1,4155.7,6126
2026-07-06 21:27:27.260,4157.4,4159.1,4141.1,4149.7,3439
2026-07-07 01:01:48.700,4151.4,4158.5,4135.1,4145,34837
2026-07-07 01:40:04.592,4146.1,4147.1,4129.1,4137.8,8242
2026-07-07 07:18:47.408,4139.5,4153.1,4127.7,4143.3,40671
2026-07-07 07:36:07.144,4142.2,4159.1,4141.1,4150.4,3456
2026-07-07 07:58:46.080,4148.7,4165.1,4147.1,4156.5,4486
2026-07-07 08:03:45.448,4154.8,4171.1,4153.1,4162.5,2501
2026-07-07 08:09:41.884,4160.8,4177.1,4159.1,4168.5,2702
2026-07-07 08:09:53.264,4166.8,4183.1,4165.1,4174.5,944
2026-07-07 09:00:23.704,4172.8,4189.1,4171.1,4180.5,18353
2026-07-07 10:04:38.756,4178.8,4192.6,4165.1,4175.4,32213
2026-07-07 10:35:16.676,4176.3,4177.1,4159.1,4167.9,11786
2026-07-07 11:18:27.320,4169.5,4171.1,4153.1,4161.7,12750
2026-07-07 11:55:28.364,4163.4,4165.1,4147.1,4155.7,7080
2026-07-07 14:51:19.324,4157.4,4159.9,4141.1,4149.9,20416
2026-07-07 15:00:43.824,4151.5,4153.1,4135.1,4143.7,3743
2026-07-07 15:01:24.380,4145.4,4147.1,4129.1,4137.7,864
2026-07-07 15:07:15.180,4139.4,4141.1,4123.1,4131.7,2392
2026-07-07 15:11:20.164,4133.4,4135.1,4117.1,4125.7,2820
2026-07-07 15:15:40.772,4127.4,4129.1,4111.1,4119.7,2579
2026-07-07 15:18:30.748,4121.4,4123.1,4105.1,4113.7,2790
2026-07-07 16:59:59.704,4115.4,4128.8,4102.4,4115.8,18787
2026-07-07 18:03:52.748,4110,4116,4104.1,4111.5,1520
2026-07-07 20:35:05.632,4107.8,4122,4104,4113.9,22128
2026-07-07 20:38:34.960,4112,4128,4110,4119.5,1587
2026-07-07 20:40:04.176,4117.7,4134,4116,4125.4,1221
2026-07-07 21:06:34.504,4123.7,4137.3,4110,4120.3,11045
2026-07-07 22:26:36.596,4121.1,4134,4106.8,4124,21738
2026-07-07 23:09:19.164,4123,4140,4122,4131.2,7948
2026-07-08 02:24:37.608,4129.6,4146,4128,4137.4,26375
2026-07-08 04:16:49.912,4135.7,4146.4,4122,4131.5,16651
2026-07-08 04:16:58.336,4132.8,4134,4116,4124.7,550
